Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Midlife,Private,148316,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,44,Midlife_Private_Assoc-acdm_Married-civ-spouse_Other-service_Husband_White_Male_United-States,0.5,White_Male,Midlife_Male
Early Adulthood,Private,293485,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,32,United-States,<=50K,40,Early Adulthood_Private_HS-grad_Divorced_Priv-house-serv_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Elderly,Local-gov,257105,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,61,Elderly_Local-gov_Some-college_Divorced_Craft-repair_Unmarried_White_Male_United-States,0.5,White_Male,Elderly_Male
Midlife,Private,248160,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,60,Midlife_Private_HS-grad_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.6346153846153846,White_Male,Midlife_Male
Youth,?,104704,11th,7,Never-married,?,Own-child,Black,Male,0,0,25,United-States,<=50K,18,Youth_?_11th_Never-married_?_Own-child_Black_Male_United-States,0.5,Black_Male,Youth_Male
Midlife,Private,209057,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,>50K,47,Midlife_Private_Some-college_Divorced_Craft-repair_Unmarried_White_Male_United-States,1.3333333333333333,White_Male,Midlife_Male
Early Adulthood,Federal-gov,243233,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,48,United-States,>50K,30,Early Adulthood_Federal-gov_Some-college_Married-civ-spouse_Armed-Forces_Husband_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Midlife,Private,204314,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,38,United-States,>50K,44,Midlife_Private_HS-grad_Married-civ-spouse_Other-service_Wife_Black_Female_United-States,2.25,Black_Female,Midlife_Female
Midlife,Private,108969,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,60,Midlife_Private_10th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7115384615384616,White_Male,Midlife_Male
Midlife,Private,103397,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,<=50K,44,Midlife_Private_HS-grad_Divorced_Handlers-cleaners_Other-relative_White_Female_United-States,0.5,White_Female,Midlife_Female
Early Adulthood,Private,198452,Bachelors,13,Separated,Tech-support,Unmarried,White,Female,5455,0,40,United-States,<=50K,33,Early Adulthood_Private_Bachelors_Separated_Tech-support_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,216572,HS-grad,9,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K,38,Early Adulthood_Private_HS-grad_Separated_Priv-house-serv_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Midlife,Private,311920,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,17,United-States,>50K,42,Midlife_Private_Bachelors_Married-civ-spouse_Exec-managerial_Wife_White_Female_United-States,0.6875,White_Female,Midlife_Female
Midlife,Self-emp-inc,363298,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K,45,Midlife_Self-emp-inc_Bachelors_Married-civ-spouse_Exec-managerial_Husband_Black_Male_United-States,0.5,Black_Male,Midlife_Male
Early Adulthood,Private,146906,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,40,Early Adulthood_Private_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5370370370370371,White_Male,Early Adulthood_Male
Early Adulthood,Private,339814,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,40,Early Adulthood_Private_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.9236111111111112,White_Male,Early Adulthood_Male
Midlife,Private,169408,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,60,Midlife_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5631970260223048,White_Male,Midlife_Male
Early Adulthood,Self-emp-not-inc,308296,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,40,Early Adulthood_Self-emp-not-inc_HS-grad_Divorced_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Private,59380,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,45,Midlife_Private_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.6071428571428571,White_Female,Midlife_Female
Midlife,Self-emp-not-inc,195634,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,10520,0,20,United-States,>50K,51,Midlife_Self-emp-not-inc_Masters_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,1.0,White_Male,Midlife_Male
Early Adulthood,Federal-gov,180656,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K,31,Early Adulthood_Federal-gov_HS-grad_Never-married_Adm-clerical_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Youth,Private,144793,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,19,Youth_Private_11th_Never-married_Machine-op-inspct_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Youth,Local-gov,56820,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,24,Youth_Local-gov_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,41414,9th,5,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,51,Midlife_Private_9th_Never-married_Other-service_Not-in-family_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Self-emp-not-inc,160731,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,28,Early Adulthood_Self-emp-not-inc_Bachelors_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,175778,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,31,Early Adulthood_Private_Assoc-acdm_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5416666666666666,White_Female,Early Adulthood_Female
Youth,Private,230238,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,46,United-States,<=50K,19,Youth_Private_HS-grad_Never-married_Transport-moving_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,State-gov,372130,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,5013,0,56,United-States,<=50K,39,Early Adulthood_State-gov_Masters_Married-civ-spouse_Prof-specialty_Husband_Black_Male_United-States,0.5,Black_Male,Early Adulthood_Male
Early Adulthood,Private,167501,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,27,Early Adulthood_Private_Bachelors_Married-civ-spouse_Prof-specialty_Wife_White_Female_United-States,2.4545454545454546,White_Female,Early Adulthood_Female
Early Adulthood,Private,141029,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,39,Early Adulthood_Private_HS-grad_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,1.064516129032258,White_Female,Early Adulthood_Female
Midlife,Private,135525,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,45,Midlife_Private_Masters_Divorced_Adm-clerical_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Youth,Private,522881,Assoc-voc,11,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,Mexico,<=50K,21,Youth_Private_Assoc-voc_Never-married_Exec-managerial_Other-relative_White_Male_Mexico,0.5,White_Male,Youth_Male
Elderly,Private,162009,10th,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States,<=50K,67,Elderly_Private_10th_Married-civ-spouse_Protective-serv_Husband_White_Male_United-States,0.5,White_Male,Elderly_Male
Early Adulthood,Private,365745,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,28,Early Adulthood_Private_9th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.5238095238095238,White_Male,Early Adulthood_Male
Early Adulthood,Private,68393,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,46,United-States,<=50K,28,Early Adulthood_Private_HS-grad_Never-married_Other-service_Not-in-family_White_Female_United-States,0.5135135135135135,White_Female,Early Adulthood_Female
Midlife,Private,203576,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,48,Midlife_Private_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.8798449612403101,White_Male,Midlife_Male
Youth,State-gov,138513,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K,24,Youth_State-gov_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.5625,White_Male,Youth_Male
Elderly,?,188686,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,4,United-States,<=50K,66,Elderly_?_Bachelors_Married-civ-spouse_?_Wife_White_Female_United-States,0.5,White_Female,Elderly_Female
Youth,Private,39551,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,23,Youth_Private_HS-grad_Separated_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Youth,Private,127366,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,17,Youth_Private_10th_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Youth,Private,183747,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,21,Youth_Private_HS-grad_Never-married_Adm-clerical_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,136331,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,30,Early Adulthood_Private_HS-grad_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.6339285714285714,White_Male,Early Adulthood_Male
Midlife,Private,81794,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,53,Midlife_Private_HS-grad_Married-civ-spouse_Sales_Wife_White_Female_United-States,0.6176470588235294,White_Female,Midlife_Female
Early Adulthood,Private,222596,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,40,Early Adulthood_Private_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.6716867469879518,White_Male,Early Adulthood_Male
Early Adulthood,Private,108943,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,39,Early Adulthood_Private_11th_Divorced_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,189092,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K,38,Early Adulthood_Private_Assoc-voc_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.8673469387755102,White_Male,Early Adulthood_Male
Early Adulthood,Private,152109,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,33,Early Adulthood_Private_Assoc-acdm_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6956521739130435,White_Male,Early Adulthood_Male
Early Adulthood,Private,195565,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,36,Early Adulthood_Private_Bachelors_Divorced_Exec-managerial_Unmarried_White_Female_United-States,0.6428571428571429,White_Female,Early Adulthood_Female
Midlife,Private,255927,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Female,0,0,52,United-States,<=50K,53,Midlife_Private_Bachelors_Widowed_Adm-clerical_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Early Adulthood,Private,100734,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,32,Early Adulthood_Private_HS-grad_Never-married_Exec-managerial_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Local-gov,266433,Some-college,10,Widowed,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,52,Midlife_Local-gov_Some-college_Widowed_Tech-support_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Early Adulthood,Private,158672,11th,7,Separated,Other-service,Not-in-family,White,Male,0,0,38,Puerto-Rico,<=50K,31,Early Adulthood_Private_11th_Separated_Other-service_Not-in-family_White_Male_Puerto-Rico,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,102268,12th,8,Divorced,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K,35,Early Adulthood_Private_12th_Divorced_Protective-serv_Other-relative_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,228399,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,49,Midlife_Self-emp-not-inc_HS-grad_Divorced_Machine-op-inspct_Unmarried_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Private,298510,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,28,Early Adulthood_Private_Assoc-acdm_Never-married_Adm-clerical_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Elderly,Self-emp-inc,126225,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,75,Elderly_Self-emp-inc_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.8333333333333334,White_Male,Elderly_Male
Midlife,Private,228456,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K,43,Midlife_Private_Assoc-acdm_Divorced_Exec-managerial_Not-in-family_Black_Male_United-States,0.5,Black_Male,Midlife_Male
Youth,Self-emp-inc,437161,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,22,Youth_Self-emp-inc_HS-grad_Never-married_Adm-clerical_Unmarried_Black_Female_United-States,0.5,Black_Female,Youth_Female
Midlife,Federal-gov,183608,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,43,Midlife_Federal-gov_HS-grad_Divorced_Adm-clerical_Not-in-family_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Local-gov,174395,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,40,Early Adulthood_Local-gov_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.75,White_Male,Early Adulthood_Male
Early Adulthood,Private,221366,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,29,Early Adulthood_Private_Some-college_Never-married_Transport-moving_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Youth,Private,421010,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,21,Youth_Private_11th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.5555555555555556,White_Male,Youth_Male
Midlife,Private,245333,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,44,Midlife_Private_Assoc-voc_Never-married_Prof-specialty_Not-in-family_Black_Male_United-States,0.5,Black_Male,Midlife_Male
Early Adulthood,Local-gov,352277,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,0,45,United-States,>50K,33,Early Adulthood_Local-gov_Some-college_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.75,White_Male,Early Adulthood_Male
Early Adulthood,Private,29874,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,>50K,38,Early Adulthood_Private_Bachelors_Never-married_Sales_Not-in-family_White_Male_United-States,1.6521739130434785,White_Male,Early Adulthood_Male
Early Adulthood,Private,77322,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K,29,Early Adulthood_Private_HS-grad_Never-married_Other-service_Not-in-family_White_Female_United-States,0.5135135135135135,White_Female,Early Adulthood_Female
Early Adulthood,Private,260560,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,34,Early Adulthood_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.9144736842105263,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-inc,217848,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,27,Early Adulthood_Self-emp-inc_12th_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Youth,Private,283731,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,20,Youth_Private_HS-grad_Never-married_Craft-repair_Not-in-family_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,State-gov,190759,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,35,Early Adulthood_State-gov_Masters_Never-married_Adm-clerical_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Midlife,State-gov,109567,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,59,Midlife_State-gov_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.9375,White_Male,Midlife_Male
Youth,Self-emp-not-inc,209826,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,32,United-States,<=50K,19,Youth_Self-emp-not-inc_Some-college_Never-married_Farming-fishing_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,232801,10th,6,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K,27,Early Adulthood_Private_10th_Divorced_Machine-op-inspct_Other-relative_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Private,154374,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,41,Midlife_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5631970260223048,White_Male,Midlife_Male
Early Adulthood,Self-emp-inc,126738,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K,35,Early Adulthood_Self-emp-inc_Assoc-acdm_Never-married_Farming-fishing_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,202156,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,26,Early Adulthood_Private_HS-grad_Married-civ-spouse_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,195447,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,32,Early Adulthood_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.6527196652719666,White_Male,Early Adulthood_Male
Youth,?,113301,11th,7,Separated,?,Not-in-family,White,Female,0,0,35,United-States,<=50K,23,Youth_?_11th_Separated_?_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Youth,Private,189203,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,23,Youth_Private_Assoc-voc_Never-married_Adm-clerical_Not-in-family_White_Male_United-States,1.0,White_Male,Youth_Male
Youth,Private,223019,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,21,Youth_Private_HS-grad_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Midlife,Private,195878,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,Cuba,<=50K,58,Midlife_Private_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_Cuba,0.5,White_Male,Midlife_Male
Midlife,Private,163150,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,28,United-States,<=50K,58,Midlife_Private_HS-grad_Widowed_Priv-house-serv_Not-in-family_White_Female_United-States,0.5,White_Female,Midlife_Female
Youth,Self-emp-not-inc,139278,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,19,Youth_Self-emp-not-inc_HS-grad_Never-married_Sales_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Private,196494,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,36,United-States,<=50K,29,Early Adulthood_Private_Some-college_Divorced_Handlers-cleaners_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Federal-gov,303704,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,25,Youth_Federal-gov_Assoc-acdm_Divorced_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,304082,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Peru,<=50K,29,Early Adulthood_Private_Assoc-acdm_Never-married_Prof-specialty_Not-in-family_White_Male_Peru,0.5,White_Male,Early Adulthood_Male
Youth,Private,106943,11th,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K,18,Youth_Private_11th_Never-married_Sales_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Youth,Private,220993,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,23,Youth_Private_Some-college_Never-married_Other-service_Own-child_White_Male_United-States,0.5040983606557377,White_Male,Youth_Male
Midlife,Private,83984,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,52,Midlife_Private_Some-college_Married-civ-spouse_Sales_Own-child_White_Female_United-States,0.5,White_Female,Midlife_Female
Youth,State-gov,340605,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,12,United-States,<=50K,23,Youth_State-gov_Bachelors_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Youth,Private,379710,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,18,Youth_Private_HS-grad_Never-married_Sales_Own-child_White_Female_United-States,0.5071428571428571,White_Female,Youth_Female
Early Adulthood,Private,145933,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,55,United-States,>50K,39,Early Adulthood_Private_Bachelors_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-not-inc,208068,9th,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Guatemala,<=50K,34,Early Adulthood_Self-emp-not-inc_9th_Married-civ-spouse_Craft-repair_Husband_Other_Male_Guatemala,0.5,Other_Male,Early Adulthood_Male
Early Adulthood,Private,172718,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,39,Early Adulthood_Private_Some-college_Divorced_Sales_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,53285,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,30,Early Adulthood_Private_Assoc-voc_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.8846153846153846,White_Male,Early Adulthood_Male
Midlife,Private,139793,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,3418,0,38,United-States,<=50K,50,Midlife_Private_Some-college_Divorced_Adm-clerical_Unmarried_White_Female_United-States,0.5098039215686274,White_Female,Midlife_Female
Elderly,?,365350,5th-6th,3,Married-spouse-absent,?,Not-in-family,White,Male,0,0,30,United-States,<=50K,68,Elderly_?_5th-6th_Married-spouse-absent_?_Not-in-family_White_Male_United-States,0.5,White_Male,Elderly_Male
Early Adulthood,Private,144064,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,32,Early Adulthood_Private_HS-grad_Never-married_Adm-clerical_Unmarried_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,182676,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,38,Mexico,<=50K,29,Early Adulthood_Private_10th_Never-married_Other-service_Own-child_White_Female_Mexico,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,108574,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,29,Early Adulthood_Private_HS-grad_Divorced_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Self-emp-not-inc,163845,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,31,Early Adulthood_Self-emp-not-inc_HS-grad_Divorced_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Private,344804,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K,25,Youth_Private_5th-6th_Married-spouse-absent_Handlers-cleaners_Other-relative_White_Male_Mexico,0.5,White_Male,Youth_Male
Early Adulthood,State-gov,252818,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,30,Early Adulthood_State-gov_Some-college_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Local-gov,114231,10th,6,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K,56,Midlife_Local-gov_10th_Widowed_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Midlife,Private,111895,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,42,Midlife_Private_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.8798449612403101,White_Male,Midlife_Male
Midlife,Private,128814,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K,52,Midlife_Private_Some-college_Divorced_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Early Adulthood,Private,168941,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,37,Early Adulthood_Private_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5370370370370371,White_Male,Early Adulthood_Male
Early Adulthood,Private,212578,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1721,20,United-States,<=50K,27,Early Adulthood_Private_Some-college_Never-married_Other-service_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,?,251120,Some-college,10,Never-married,?,Other-relative,White,Male,0,0,40,United-States,<=50K,32,Early Adulthood_?_Some-college_Never-married_?_Other-relative_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Youth,Private,192773,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K,19,Youth_Private_HS-grad_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
